example_id,tweet_id,author_id,created_at,text,intent,severity,expected_action,label_notes
175,980550,352496,2017-10-22 05:56:25+00:00,I just waited 30 mins for an uber that was 2mins away @115873 super fun https://t.co/vM52N0zVdu,driver_issue,medium,contact_driver,Customer reports a long pickup wait despite the driver being shown as nearby.
178,1053766,368986,2017-10-23 14:50:49+00:00,@115873 - Someone has been using my card to take trips. Over 60 rides. I can't even get in contact with someone on your end. PLEASE HELP!,account_access,critical,resolve_account,Customer reports unauthorized card use for more than 60 trips and cannot reach support.
179,859835,324146,2017-10-13 14:17:15+00:00,"This is a joke @115873 you’ve cancelled my ride 3 times. It’s 1am you shouldn’t do this, my ride is now 12 minutes away... what",cancellation,high,cancel_trip,Customer reports the ride being cancelled three times late at night.
181,412214,213346,2017-11-23 16:15:08+00:00,@Uber_Support This is still unresolved even after sending the ID proofs and phone number information. I am unable to use my account for months !,account_access,high,resolve_account,Customer remains unable to use their account despite submitting identity information.
183,2273873,197397,2017-11-11 13:25:58+00:00,"530am and I'm tryna uber eats a 20piece from @188082 but they still don't got it please have this available soon. Thank you. @115877 Confidently, Egal Saireh",service_availability,low,provide_information,Customer asks for a food item to be made available on Uber Eats.
185,2312596,670657,2017-11-26 16:13:46+00:00,"Had an absolute nightmare with @115873, sort it out. Seriously.",other,low,other,The message expresses a general complaint without enough detail to assign a specific intent.
186,21986,120787,2017-11-01 07:40:20+00:00,@Uber_Support When asked to turn the heater on but he replied AC is broken. Seat had dirty spots on the seats. Unprofessional driver and car condition,driver_issue,medium,contact_driver,Customer reports an unprofessional driver and poor vehicle condition.
187,24077,121186,2017-11-01 08:23:46+00:00,To the @115873 who got shouted at outside me. I feel sorry for you. Thank god backup of another driver came! #Uber #windsor,safety_issue,high,escalate_safety,Customer describes a confrontation involving an Uber driver and needing another driver as backup.
188,1232372,409030,2017-10-25 21:03:00+00:00,@115873 One of your drivers has parked in front of my garage. Leeds: FP11 VCW,driver_issue,medium,contact_driver,Customer reports a driver blocking their garage.
190,671362,280168,2017-11-23 00:47:45+00:00,@115873 @115879 please try to fix this issue!,other,low,other,The message asks support to fix an unspecified issue.
191,1973886,443993,2017-10-18 17:49:57+00:00,@Uber_Support I can't figure out what the transaction number is from my paypal account. The form you linked me to requires that. Can't I just email info?,billing_payment,medium,explain_charge,Customer cannot find the transaction number needed for a PayPal-related support form.
192,1078884,374501,2017-10-23 17:13:44+00:00,@Uber_Support just had a terrifying journey in miami. Driver didn't know where airport was and took wrong exit and was on phone while time..,safety_issue,critical,escalate_safety,Customer reports a terrifying ride involving wrong navigation and phone use by the driver.
195,1602774,491939,2017-11-05 07:09:12+00:00,@Uber_Support I lost my phone in my uber. Having trouble completing the lost item form online. The form isnt working. What to do? Pls help!,lost_item,high,recover_lost_item,Customer lost a phone in an Uber and the lost-item form is not working.
196,1241167,206345,2017-10-26 00:13:21+00:00,"@Uber_Support I think your ""shortly"" is not short enough. I have had no response yet",general_question,medium,provide_information,Customer reports that support has not responded within the expected time.
198,1726685,441396,2017-11-07 18:42:56+00:00,@Uber_Support Thank you! Issue favorably resolved!,general_question,low,provide_information,Customer confirms that the issue was resolved.
199,1628607,498552,2017-11-05 15:28:49+00:00,@Uber_Support hey I see a driver failed to give me a review and it dragged my score down. How can we correct this?,general_question,low,provide_information,Customer asks how to correct a review or score issue.
